T(rees),Training Error,Testing Error
1,0.1192,0.1248
2,0.1192,0.1248
3,0.1192,0.1248
4,0.1192,0.1248
5,0.1192,0.1248
6,0.1192,0.1248
7,0.1192,0.1248
8,0.1192,0.1248
9,0.1192,0.1248
10,0.1192,0.1248
11,0.1192,0.1248
12,0.1192,0.1248
13,0.1192,0.1248
14,0.1192,0.1248
15,0.1192,0.1248
16,0.1192,0.1248
17,0.1192,0.1248
18,0.1192,0.1248
19,0.1192,0.1248
20,0.1192,0.1248
21,0.1192,0.1248
22,0.1192,0.1248
23,0.1192,0.1248
24,0.1192,0.1248
25,0.1192,0.1248
26,0.1192,0.1248
27,0.1192,0.1248
28,0.1192,0.1248
29,0.1192,0.1248
30,0.1192,0.1248
31,0.1192,0.1248
32,0.1192,0.1248
33,0.1192,0.1248
34,0.1192,0.1248
35,0.1192,0.1248
36,0.1192,0.1248
37,0.1192,0.1248
38,0.1192,0.1248
39,0.1192,0.1248
40,0.1192,0.1248
41,0.1192,0.1248
42,0.1192,0.1248
43,0.1192,0.1248
44,0.1192,0.1248
45,0.1192,0.1248
46,0.1192,0.1248
47,0.1192,0.1248
48,0.1192,0.1248
49,0.1192,0.1248
50,0.1192,0.1248
51,0.1192,0.1248
52,0.1192,0.1248
53,0.1192,0.1248
54,0.1192,0.1248
55,0.1192,0.1248
56,0.1192,0.1248
57,0.1192,0.1248
58,0.1192,0.1248
59,0.1192,0.1248
60,0.1192,0.1248
61,0.1192,0.1248
62,0.1192,0.1248
63,0.1192,0.1248
64,0.1192,0.1248
65,0.1192,0.1248
66,0.1192,0.1248
67,0.1192,0.1248
68,0.1192,0.1248
69,0.1192,0.1248
70,0.1192,0.1248
71,0.1192,0.1248
72,0.1192,0.1248
73,0.1192,0.1248
74,0.1192,0.1248
75,0.1192,0.1248
76,0.1192,0.1248
77,0.1192,0.1248
78,0.1192,0.1248
79,0.1192,0.1248
80,0.1192,0.1248
81,0.1192,0.1248
82,0.1192,0.1248
83,0.1192,0.1248
84,0.1192,0.1248
85,0.1192,0.1248
86,0.1192,0.1248
87,0.1192,0.1248
88,0.1192,0.1248
89,0.1192,0.1248
90,0.1192,0.1248
91,0.1192,0.1248
92,0.1192,0.1248
93,0.1192,0.1248
94,0.1192,0.1248
95,0.1192,0.1248
96,0.1192,0.1248
97,0.1192,0.1248
98,0.1192,0.1248
99,0.1192,0.1248
100,0.1192,0.1248
101,0.1192,0.1248
102,0.1192,0.1248
103,0.1192,0.1248
104,0.1192,0.1248
105,0.1192,0.1248
106,0.1192,0.1248
107,0.1192,0.1248
108,0.1192,0.1248
109,0.1192,0.1248
110,0.1192,0.1248
111,0.1192,0.1248
112,0.1192,0.1248
113,0.1192,0.1248
114,0.1192,0.1248
115,0.1192,0.1248
116,0.1192,0.1248
117,0.1192,0.1248
118,0.1192,0.1248
119,0.1192,0.1248
120,0.1192,0.1248
121,0.1192,0.1248
122,0.1192,0.1248
123,0.1192,0.1248
124,0.1192,0.1248
125,0.1192,0.1248
126,0.1192,0.1248
127,0.1192,0.1248
128,0.1192,0.1248
129,0.1192,0.1248
130,0.1192,0.1248
131,0.1192,0.1248
132,0.1192,0.1248
133,0.1192,0.1248
134,0.1192,0.1248
135,0.1192,0.1248
136,0.1192,0.1248
137,0.1192,0.1248
138,0.1192,0.1248
139,0.1192,0.1248
140,0.1192,0.1248
141,0.1192,0.1248
142,0.1192,0.1248
143,0.1192,0.1248
144,0.1192,0.1248
145,0.1192,0.1248
146,0.1192,0.1248
147,0.1192,0.1248
148,0.1192,0.1248
149,0.1192,0.1248
150,0.1192,0.1248
151,0.1192,0.1248
152,0.1192,0.1248
153,0.1192,0.1248
154,0.1192,0.1248
155,0.1192,0.1248
156,0.1192,0.1248
157,0.1192,0.1248
158,0.1192,0.1248
159,0.1192,0.1248
160,0.1192,0.1248
161,0.1192,0.1248
162,0.1192,0.1248
163,0.1192,0.1248
164,0.1192,0.1248
165,0.1192,0.1248
166,0.1192,0.1248
167,0.1192,0.1248
168,0.1192,0.1248
169,0.1192,0.1248
170,0.1192,0.1248
171,0.1192,0.1248
172,0.1192,0.1248
173,0.1192,0.1248
174,0.1192,0.1248
175,0.1192,0.1248
176,0.1192,0.1248
177,0.1192,0.1248
178,0.1192,0.1248
179,0.1192,0.1248
180,0.1192,0.1248
181,0.1192,0.1248
182,0.1192,0.1248
183,0.1192,0.1248
184,0.1192,0.1248
185,0.1192,0.1248
186,0.1192,0.1248
187,0.1192,0.1248
188,0.1192,0.1248
189,0.1192,0.1248
190,0.1192,0.1248
191,0.1192,0.1248
192,0.1192,0.1248
193,0.1192,0.1248
194,0.1192,0.1248
195,0.1192,0.1248
196,0.1192,0.1248
197,0.1192,0.1248
198,0.1192,0.1248
199,0.1192,0.1248
200,0.1192,0.1248
201,0.1192,0.1248
202,0.1192,0.1248
203,0.1192,0.1248
204,0.1192,0.1248
205,0.1192,0.1248
206,0.1192,0.1248
207,0.1192,0.1248
208,0.1192,0.1248
209,0.1192,0.1248
210,0.1192,0.1248
211,0.1192,0.1248
212,0.1192,0.1248
213,0.1192,0.1248
214,0.1192,0.1248
215,0.1192,0.1248
216,0.1192,0.1248
217,0.1192,0.1248
218,0.1192,0.1248
219,0.1192,0.1248
220,0.1192,0.1248
221,0.1192,0.1248
222,0.1192,0.1248
223,0.1192,0.1248
224,0.1192,0.1248
225,0.1192,0.1248
226,0.1192,0.1248
227,0.1192,0.1248
228,0.1192,0.1248
229,0.1192,0.1248
230,0.1192,0.1248
231,0.1192,0.1248
232,0.1192,0.1248
233,0.1192,0.1248
234,0.1192,0.1248
235,0.1192,0.1248
236,0.1192,0.1248
237,0.1192,0.1248
238,0.1192,0.1248
239,0.1192,0.1248
240,0.1192,0.1248
241,0.1192,0.1248
242,0.1192,0.1248
243,0.1192,0.1248
244,0.1192,0.1248
245,0.1192,0.1248
246,0.1192,0.1248
247,0.1192,0.1248
248,0.1192,0.1248
249,0.1192,0.1248
250,0.1192,0.1248
251,0.1192,0.1248
252,0.1192,0.1248
253,0.1192,0.1248
254,0.1192,0.1248
255,0.1192,0.1248
256,0.1192,0.1248
257,0.1192,0.1248
258,0.1192,0.1248
259,0.1192,0.1248
260,0.1192,0.1248
261,0.1192,0.1248
262,0.1192,0.1248
263,0.1192,0.1248
264,0.1192,0.1248
265,0.1192,0.1248
266,0.1192,0.1248
267,0.1192,0.1248
268,0.1192,0.1248
269,0.1192,0.1248
270,0.1192,0.1248
271,0.1192,0.1248
272,0.1192,0.1248
273,0.1192,0.1248
274,0.1192,0.1248
275,0.1192,0.1248
276,0.1192,0.1248
277,0.1192,0.1248
278,0.1192,0.1248
279,0.1192,0.1248
280,0.1192,0.1248
281,0.1192,0.1248
282,0.1192,0.1248
283,0.1192,0.1248
284,0.1192,0.1248
285,0.1192,0.1248
286,0.1192,0.1248
287,0.1192,0.1248
288,0.1192,0.1248
289,0.1192,0.1248
290,0.1192,0.1248
291,0.1192,0.1248
292,0.1192,0.1248
293,0.1192,0.1248
294,0.1192,0.1248
295,0.1192,0.1248
296,0.1192,0.1248
297,0.1192,0.1248
298,0.1192,0.1248
299,0.1192,0.1248
300,0.1192,0.1248
301,0.1192,0.1248
302,0.1192,0.1248
303,0.1192,0.1248
304,0.1192,0.1248
305,0.1192,0.1248
306,0.1192,0.1248
307,0.1192,0.1248
308,0.1192,0.1248
309,0.1192,0.1248
310,0.1192,0.1248
311,0.1192,0.1248
312,0.1192,0.1248
313,0.1192,0.1248
314,0.1192,0.1248
315,0.1192,0.1248
316,0.1192,0.1248
317,0.1192,0.1248
318,0.1192,0.1248
319,0.1192,0.1248
320,0.1192,0.1248
321,0.1192,0.1248
322,0.1192,0.1248
323,0.1192,0.1248
324,0.1192,0.1248
325,0.1192,0.1248
326,0.1192,0.1248
327,0.1192,0.1248
328,0.1192,0.1248
329,0.1192,0.1248
330,0.1192,0.1248
331,0.1192,0.1248
332,0.1192,0.1248
333,0.1192,0.1248
334,0.1192,0.1248
335,0.1192,0.1248
336,0.1192,0.1248
337,0.1192,0.1248
338,0.1192,0.1248
339,0.1192,0.1248
340,0.1192,0.1248
341,0.1192,0.1248
342,0.1192,0.1248
343,0.1192,0.1248
344,0.1192,0.1248
345,0.1192,0.1248
346,0.1192,0.1248
347,0.1192,0.1248
348,0.1192,0.1248
349,0.1192,0.1248
350,0.1192,0.1248
351,0.1192,0.1248
352,0.1192,0.1248
353,0.1192,0.1248
354,0.1192,0.1248
355,0.1192,0.1248
356,0.1192,0.1248
357,0.1192,0.1248
358,0.1192,0.1248
359,0.1192,0.1248
360,0.1192,0.1248
361,0.1192,0.1248
362,0.1192,0.1248
363,0.1192,0.1248
364,0.1192,0.1248
365,0.1192,0.1248
366,0.1192,0.1248
367,0.1192,0.1248
368,0.1192,0.1248
369,0.1192,0.1248
370,0.1192,0.1248
371,0.1192,0.1248
372,0.1192,0.1248
373,0.1192,0.1248
374,0.1192,0.1248
375,0.1192,0.1248
376,0.1192,0.1248
377,0.1192,0.1248
378,0.1192,0.1248
379,0.1192,0.1248
380,0.1192,0.1248
381,0.1192,0.1248
382,0.1192,0.1248
383,0.1192,0.1248
384,0.1192,0.1248
385,0.1192,0.1248
386,0.1192,0.1248
387,0.1192,0.1248
388,0.1192,0.1248
389,0.1192,0.1248
390,0.1192,0.1248
391,0.1192,0.1248
392,0.1192,0.1248
393,0.1192,0.1248
394,0.1192,0.1248
395,0.1192,0.1248
396,0.1192,0.1248
397,0.1192,0.1248
398,0.1192,0.1248
399,0.1192,0.1248
400,0.1192,0.1248
401,0.1192,0.1248
402,0.1192,0.1248
403,0.1192,0.1248
404,0.1192,0.1248
405,0.1192,0.1248
406,0.1192,0.1248
407,0.1192,0.1248
408,0.1192,0.1248
409,0.1192,0.1248
410,0.1192,0.1248
411,0.1192,0.1248
412,0.1192,0.1248
413,0.1192,0.1248
414,0.1192,0.1248
415,0.1192,0.1248
416,0.1192,0.1248
417,0.1192,0.1248
418,0.1192,0.1248
419,0.1192,0.1248
420,0.1192,0.1248
421,0.1192,0.1248
422,0.1192,0.1248
423,0.1192,0.1248
424,0.1192,0.1248
425,0.1192,0.1248
426,0.1192,0.1248
427,0.1192,0.1248
428,0.1192,0.1248
429,0.1192,0.1248
430,0.1192,0.1248
431,0.1192,0.1248
432,0.1192,0.1248
433,0.1192,0.1248
434,0.1192,0.1248
435,0.1192,0.1248
436,0.1192,0.1248
437,0.1192,0.1248
438,0.1192,0.1248
439,0.1192,0.1248
440,0.1192,0.1248
441,0.1192,0.1248
442,0.1192,0.1248
443,0.1192,0.1248
444,0.1192,0.1248
445,0.1192,0.1248
446,0.1192,0.1248
447,0.1192,0.1248
448,0.1192,0.1248
449,0.1192,0.1248
450,0.1192,0.1248
451,0.1192,0.1248
452,0.1192,0.1248
453,0.1192,0.1248
454,0.1192,0.1248
455,0.1192,0.1248
456,0.1192,0.1248
457,0.1192,0.1248
458,0.1192,0.1248
459,0.1192,0.1248
460,0.1192,0.1248
461,0.1192,0.1248
462,0.1192,0.1248
463,0.1192,0.1248
464,0.1192,0.1248
465,0.1192,0.1248
466,0.1192,0.1248
467,0.1192,0.1248
468,0.1192,0.1248
469,0.1192,0.1248
470,0.1192,0.1248
471,0.1192,0.1248
472,0.1192,0.1248
473,0.1192,0.1248
474,0.1192,0.1248
475,0.1192,0.1248
476,0.1192,0.1248
477,0.1192,0.1248
478,0.1192,0.1248
479,0.1192,0.1248
480,0.1192,0.1248
481,0.1192,0.1248
482,0.1192,0.1248
483,0.1192,0.1248
484,0.1192,0.1248
485,0.1192,0.1248
486,0.1192,0.1248
487,0.1192,0.1248
488,0.1192,0.1248
489,0.1192,0.1248
490,0.1192,0.1248
491,0.1192,0.1248
492,0.1192,0.1248
493,0.1192,0.1248
494,0.1192,0.1248
495,0.1192,0.1248
496,0.1192,0.1248
497,0.1192,0.1248
498,0.1192,0.1248
499,0.1192,0.1248
500,0.1192,0.1248
501,0.1192,0.1248
502,0.1192,0.1248
503,0.1192,0.1248
504,0.1192,0.1248
505,0.1192,0.1248
506,0.1192,0.1248
507,0.1192,0.1248
508,0.1192,0.1248
509,0.1192,0.1248
510,0.1192,0.1248
511,0.1192,0.1248
512,0.1192,0.1248
513,0.1192,0.1248
514,0.1192,0.1248
515,0.1192,0.1248
516,0.1192,0.1248
517,0.1192,0.1248
518,0.1192,0.1248
519,0.1192,0.1248
520,0.1192,0.1248
521,0.1192,0.1248
522,0.1192,0.1248
523,0.1192,0.1248
524,0.1192,0.1248
525,0.1192,0.1248
526,0.1192,0.1248
527,0.1192,0.1248
528,0.1192,0.1248
529,0.1192,0.1248
530,0.1192,0.1248
531,0.1192,0.1248
532,0.1192,0.1248
533,0.1192,0.1248
534,0.1192,0.1248
535,0.1192,0.1248
536,0.1192,0.1248
537,0.1192,0.1248
538,0.1192,0.1248
539,0.1192,0.1248
540,0.1192,0.1248
541,0.1192,0.1248
542,0.1192,0.1248
543,0.1192,0.1248
544,0.1192,0.1248
545,0.1192,0.1248
546,0.1192,0.1248
547,0.1192,0.1248
548,0.1192,0.1248
549,0.1192,0.1248
550,0.1192,0.1248
551,0.1192,0.1248
552,0.1192,0.1248
553,0.1192,0.1248
554,0.1192,0.1248
555,0.1192,0.1248
556,0.1192,0.1248
557,0.1192,0.1248
558,0.1192,0.1248
559,0.1192,0.1248
560,0.1192,0.1248
561,0.1192,0.1248
562,0.1192,0.1248
563,0.1192,0.1248
564,0.1192,0.1248
565,0.1192,0.1248
566,0.1192,0.1248
567,0.1192,0.1248
568,0.1192,0.1248
569,0.1192,0.1248
570,0.1192,0.1248
571,0.1192,0.1248
572,0.1192,0.1248
573,0.1192,0.1248
574,0.1192,0.1248
575,0.1192,0.1248
576,0.1192,0.1248
577,0.1192,0.1248
578,0.1192,0.1248
579,0.1192,0.1248
580,0.1192,0.1248
581,0.1192,0.1248
582,0.1192,0.1248
583,0.1192,0.1248
584,0.1192,0.1248
585,0.1192,0.1248
586,0.1192,0.1248
587,0.1192,0.1248
588,0.1192,0.1248
589,0.1192,0.1248
590,0.1192,0.1248
591,0.1192,0.1248
592,0.1192,0.1248
593,0.1192,0.1248
594,0.1192,0.1248
595,0.1192,0.1248
596,0.1192,0.1248
597,0.1192,0.1248
598,0.1192,0.1248
599,0.1192,0.1248
600,0.1192,0.1248
601,0.1192,0.1248
602,0.1192,0.1248
603,0.1192,0.1248
604,0.1192,0.1248
605,0.1192,0.1248
606,0.1192,0.1248
607,0.1192,0.1248
608,0.1192,0.1248
609,0.1192,0.1248
610,0.1192,0.1248
611,0.1192,0.1248
612,0.1192,0.1248
613,0.1192,0.1248
614,0.1192,0.1248
615,0.1192,0.1248
616,0.1192,0.1248
617,0.1192,0.1248
618,0.1192,0.1248
619,0.1192,0.1248
620,0.1192,0.1248
621,0.1192,0.1248
622,0.1192,0.1248
623,0.1192,0.1248
624,0.1192,0.1248
625,0.1192,0.1248
626,0.1192,0.1248
627,0.1192,0.1248
628,0.1192,0.1248
629,0.1192,0.1248
630,0.1192,0.1248
631,0.1192,0.1248
632,0.1192,0.1248
633,0.1192,0.1248
634,0.1192,0.1248
635,0.1192,0.1248
636,0.1192,0.1248
637,0.1192,0.1248
638,0.1192,0.1248
639,0.1192,0.1248
640,0.1192,0.1248
641,0.1192,0.1248
642,0.1192,0.1248
643,0.1192,0.1248
644,0.1192,0.1248
645,0.1192,0.1248
646,0.1192,0.1248
647,0.1192,0.1248
648,0.1192,0.1248
649,0.1192,0.1248
650,0.1192,0.1248
651,0.1192,0.1248
652,0.1192,0.1248
653,0.1192,0.1248
654,0.1192,0.1248
655,0.1192,0.1248
656,0.1192,0.1248
657,0.1192,0.1248
658,0.1192,0.1248
659,0.1192,0.1248
660,0.1192,0.1248
661,0.1192,0.1248
662,0.1192,0.1248
663,0.1192,0.1248
664,0.1192,0.1248
665,0.1192,0.1248
666,0.1192,0.1248
667,0.1192,0.1248
668,0.1192,0.1248
669,0.1192,0.1248
670,0.1192,0.1248
671,0.1192,0.1248
672,0.1192,0.1248
673,0.1192,0.1248
674,0.1192,0.1248
675,0.1192,0.1248
676,0.1192,0.1248
677,0.1192,0.1248
678,0.1192,0.1248
679,0.1192,0.1248
680,0.1192,0.1248
681,0.1192,0.1248
682,0.1192,0.1248
683,0.1192,0.1248
684,0.1192,0.1248
685,0.1192,0.1248
686,0.1192,0.1248
687,0.1192,0.1248
688,0.1192,0.1248
689,0.1192,0.1248
690,0.1192,0.1248
691,0.1192,0.1248
692,0.1192,0.1248
693,0.1192,0.1248
694,0.1192,0.1248
695,0.1192,0.1248
696,0.1192,0.1248
697,0.1192,0.1248
698,0.1192,0.1248
699,0.1192,0.1248
700,0.1192,0.1248
701,0.1192,0.1248
702,0.1192,0.1248
703,0.1192,0.1248
704,0.1192,0.1248
705,0.1192,0.1248
706,0.1192,0.1248
707,0.1192,0.1248
708,0.1192,0.1248
709,0.1192,0.1248
710,0.1192,0.1248
711,0.1192,0.1248
712,0.1192,0.1248
713,0.1192,0.1248
714,0.1192,0.1248
715,0.1192,0.1248
716,0.1192,0.1248
717,0.1192,0.1248
718,0.1192,0.1248
719,0.1192,0.1248
720,0.1192,0.1248
721,0.1192,0.1248
722,0.1192,0.1248
723,0.1192,0.1248
724,0.1192,0.1248
725,0.1192,0.1248
726,0.1192,0.1248
727,0.1192,0.1248
728,0.1192,0.1248
729,0.1192,0.1248
730,0.1192,0.1248
731,0.1192,0.1248
732,0.1192,0.1248
733,0.1192,0.1248
734,0.1192,0.1248
735,0.1192,0.1248
736,0.1192,0.1248
737,0.1192,0.1248
738,0.1192,0.1248
739,0.1192,0.1248
740,0.1192,0.1248
741,0.1192,0.1248
742,0.1192,0.1248
743,0.1192,0.1248
744,0.1192,0.1248
745,0.1192,0.1248
746,0.1192,0.1248
747,0.1192,0.1248
748,0.1192,0.1248
749,0.1192,0.1248
750,0.1192,0.1248
751,0.1192,0.1248
752,0.1192,0.1248
753,0.1192,0.1248
754,0.1192,0.1248
755,0.1192,0.1248
756,0.1192,0.1248
757,0.1192,0.1248
758,0.1192,0.1248
759,0.1192,0.1248
760,0.1192,0.1248
761,0.1192,0.1248
762,0.1192,0.1248
763,0.1192,0.1248
764,0.1192,0.1248
765,0.1192,0.1248
766,0.1192,0.1248
767,0.1192,0.1248
768,0.1192,0.1248
769,0.1192,0.1248
770,0.1192,0.1248
771,0.1192,0.1248
772,0.1192,0.1248
773,0.1192,0.1248
774,0.1192,0.1248
775,0.1192,0.1248
776,0.1192,0.1248
777,0.1192,0.1248
778,0.1192,0.1248
779,0.1192,0.1248
780,0.1192,0.1248
781,0.1192,0.1248
782,0.1192,0.1248
783,0.1192,0.1248
784,0.1192,0.1248
785,0.1192,0.1248
786,0.1192,0.1248
787,0.1192,0.1248
788,0.1192,0.1248
789,0.1192,0.1248
790,0.1192,0.1248
791,0.1192,0.1248
792,0.1192,0.1248
793,0.1192,0.1248
794,0.1192,0.1248
795,0.1192,0.1248
796,0.1192,0.1248
797,0.1192,0.1248
798,0.1192,0.1248
799,0.1192,0.1248
800,0.1192,0.1248
801,0.1192,0.1248
802,0.1192,0.1248
803,0.1192,0.1248
804,0.1192,0.1248
805,0.1192,0.1248
806,0.1192,0.1248
807,0.1192,0.1248
808,0.1192,0.1248
809,0.1192,0.1248
810,0.1192,0.1248
811,0.1192,0.1248
812,0.1192,0.1248
813,0.1192,0.1248
814,0.1192,0.1248
815,0.1192,0.1248
816,0.1192,0.1248
817,0.1192,0.1248
818,0.1192,0.1248
819,0.1192,0.1248
820,0.1192,0.1248
821,0.1192,0.1248
822,0.1192,0.1248
823,0.1192,0.1248
824,0.1192,0.1248
825,0.1192,0.1248
826,0.1192,0.1248
827,0.1192,0.1248
828,0.1192,0.1248
829,0.1192,0.1248
830,0.1192,0.1248
831,0.1192,0.1248
832,0.1192,0.1248
833,0.1192,0.1248
834,0.1192,0.1248
835,0.1192,0.1248
836,0.1192,0.1248
837,0.1192,0.1248
838,0.1192,0.1248
839,0.1192,0.1248
840,0.1192,0.1248
841,0.1192,0.1248
842,0.1192,0.1248
843,0.1192,0.1248
844,0.1192,0.1248
845,0.1192,0.1248
846,0.1192,0.1248
847,0.1192,0.1248
848,0.1192,0.1248
849,0.1192,0.1248
850,0.1192,0.1248
851,0.1192,0.1248
852,0.1192,0.1248
853,0.1192,0.1248
854,0.1192,0.1248
855,0.1192,0.1248
856,0.1192,0.1248
857,0.1192,0.1248
858,0.1192,0.1248
859,0.1192,0.1248
860,0.1192,0.1248
861,0.1192,0.1248
862,0.1192,0.1248
863,0.1192,0.1248
864,0.1192,0.1248
865,0.1192,0.1248
866,0.1192,0.1248
867,0.1192,0.1248
868,0.1192,0.1248
869,0.1192,0.1248
870,0.1192,0.1248
871,0.1192,0.1248
872,0.1192,0.1248
873,0.1192,0.1248
874,0.1192,0.1248
875,0.1192,0.1248
876,0.1192,0.1248
877,0.1192,0.1248
878,0.1192,0.1248
879,0.1192,0.1248
880,0.1192,0.1248
881,0.1192,0.1248
882,0.1192,0.1248
883,0.1192,0.1248
884,0.1192,0.1248
885,0.1192,0.1248
886,0.1192,0.1248
887,0.1192,0.1248
888,0.1192,0.1248
889,0.1192,0.1248
890,0.1192,0.1248
891,0.1192,0.1248
892,0.1192,0.1248
893,0.1192,0.1248
894,0.1192,0.1248
895,0.1192,0.1248
896,0.1192,0.1248
897,0.1192,0.1248
898,0.1192,0.1248
899,0.1192,0.1248
900,0.1192,0.1248
901,0.1192,0.1248
902,0.1192,0.1248
903,0.1192,0.1248
904,0.1192,0.1248
905,0.1192,0.1248
906,0.1192,0.1248
907,0.1192,0.1248
908,0.1192,0.1248
909,0.1192,0.1248
910,0.1192,0.1248
911,0.1192,0.1248
912,0.1192,0.1248
913,0.1192,0.1248
914,0.1192,0.1248
915,0.1192,0.1248
916,0.1192,0.1248
917,0.1192,0.1248
918,0.1192,0.1248
919,0.1192,0.1248
920,0.1192,0.1248
921,0.1192,0.1248
922,0.1192,0.1248
923,0.1192,0.1248
924,0.1192,0.1248
925,0.1192,0.1248
926,0.1192,0.1248
927,0.1192,0.1248
928,0.1192,0.1248
929,0.1192,0.1248
930,0.1192,0.1248
931,0.1192,0.1248
932,0.1192,0.1248
933,0.1192,0.1248
934,0.1192,0.1248
935,0.1192,0.1248
936,0.1192,0.1248
937,0.1192,0.1248
938,0.1192,0.1248
939,0.1192,0.1248
940,0.1192,0.1248
941,0.1192,0.1248
942,0.1192,0.1248
943,0.1192,0.1248
944,0.1192,0.1248
945,0.1192,0.1248
946,0.1192,0.1248
947,0.1192,0.1248
948,0.1192,0.1248
949,0.1192,0.1248
950,0.1192,0.1248
951,0.1192,0.1248
952,0.1192,0.1248
953,0.1192,0.1248
954,0.1192,0.1248
955,0.1192,0.1248
956,0.1192,0.1248
957,0.1192,0.1248
958,0.1192,0.1248
959,0.1192,0.1248
960,0.1192,0.1248
961,0.1192,0.1248
962,0.1192,0.1248
963,0.1192,0.1248
964,0.1192,0.1248
965,0.1192,0.1248
966,0.1192,0.1248
967,0.1192,0.1248
968,0.1192,0.1248
969,0.1192,0.1248
970,0.1192,0.1248
971,0.1192,0.1248
972,0.1192,0.1248
973,0.1192,0.1248
974,0.1192,0.1248
975,0.1192,0.1248
976,0.1192,0.1248
977,0.1192,0.1248
978,0.1192,0.1248
979,0.1192,0.1248
980,0.1192,0.1248
981,0.1192,0.1248
982,0.1192,0.1248
983,0.1192,0.1248
984,0.1192,0.1248
985,0.1192,0.1248
986,0.1192,0.1248
987,0.1192,0.1248
988,0.1192,0.1248
989,0.1192,0.1248
990,0.1192,0.1248
991,0.1192,0.1248
992,0.1192,0.1248
993,0.1192,0.1248
994,0.1192,0.1248
995,0.1192,0.1248
996,0.1192,0.1248
997,0.1192,0.1248
998,0.1192,0.1248
999,0.1192,0.1248
1000,0.1192,0.1248
